Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Garrett Mallon Design House,https://www.garrettmallon.com/,+353429383330,-6.186786,54.041434,Louth,Carlingford,Republic of Ireland,"Craft,Shopping,Learning,Food Shops"
Charter Ireland,https://charterireland.ie/,+353877857731,-9.5582697,53.2668149,Galway,Rossaveal,Republic of Ireland,"Sailing,Activity Operator,Boat,Tour"
The Giant's Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,-6.250291,53.351003,Wicklow,Avoca,Republic of Ireland,"Activity Operator,Tour"
High King Tours,https://www.highkingtours.ie/,+35391398116,-9.0454682,53.2749626,Galway,Galway City,Republic of Ireland,"Activity Operator,Tour"
Morrison Tours,http://www.morrisontours.ie,+353(0)872692294,-9.7843403,52.1063508,Kerry,Killorglin,Republic of Ireland,"Walking,Activity Operator,Tour"
Coffee Cottage,https://www.instagram.com/mycoffeecottage/,+353872696197,-9.9184918,53.396335,Galway,Carna,Republic of Ireland,"Food and Drink,Artisan,Restaurant,Cafe,Fast Food,Vegan,Vegetarian"
Independence Museum Kilmurry,http://www.kilmurrymuseum.ie/,+353217336932,-8.88169801653294,51.8424000626686,Cork,Macroom,Republic of Ireland,"Learning,Museums and Attraction"
Derryglad Folk & Heritage Museum,https://www.derrygladfolkmuseum.com/,+353906488192,-8.080592,53.4656574,Roscommon,Athlone,Republic of Ireland,Museums and Attraction
Oakfield Park,https://oakfieldpark.com/plan-your-visit/information/,+353749173922,-7.5746643,54.8770997,Donegal,Raphoe,Republic of Ireland,"Natural Landscape,Cafe,Food and Drink"
Waterworld Tralee,https://www.waterworld.ie/,+353667125803,-9.70428,52.274089,Kerry,Tralee,Republic of Ireland,"Activity Operator,Shopping,Food Shops"
Rock 'n' Bowl,http://www.rocknbowl.ie/,+353449333300,-7.3440899,53.5135841,Westmeath,Mullingar,Republic of Ireland,"Activity Operator,Cafe,Food and Drink"
Avondale Forest Park - Cairn Walk,http://www.irishtrails.ie/Trail/Avondale-Forest-Park---Cairn-Walk/304/,,-6.22702424229738,52.9167113439159,Wicklow,Rathdrum,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Westgate Design,https://westgatedesign.ie/,+353539123787,-6.4619238,52.3388097,Wexford,Wexford Town,Republic of Ireland,"Restaurant,Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Guiry's Bar,https://www.guirysbar.com/,+353949256393,-9.1144889,53.9810385,Mayo,Foxford,Republic of Ireland,"Food and Drink,Pubs and Bar"
The Rosa Sea Fishing and Scenic Tours,https://www.facebook.com/Kilmakilloge,+353879268995,-9.8057807,51.7806062,Kerry,Kenmare,Republic of Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
Kildare Village Shopping Destination,https://www.thebicestercollection.com/kildare-village/en,+35345520501,-6.9167071,53.1540269,Kildare,Kildare Town,Republic of Ireland,"Restaurant,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Sirius Arts Centre,http://www.siriusartscentre.ie/,+353214813790,-8.297049,51.849174,Cork,Cobh,Republic of Ireland,"Craft,Shopping,Art Gallery,Venue,Music"
The Potter's Yard - Patricia Howard Pottery,"https://www.thepottersyard.ie/
",+35351563377,-6.6145085,52.2291506,Wexford,Duncormick,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator,Food Shops"
Lusitania Museum and Old Head Signal Tower,https://www.oldheadofkinsale.com/,+353214191285,-8.5426092,51.6204332,Cork,Kinsale,Republic of Ireland,"Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Tullamore D.E.W. Distillery Experience,https://www.tullamoredew.com/en-gb/,+353579325015,-7.5006001,53.2527346,Offaly,Tullamore,Republic of Ireland,"Food and Drink,Restaurant,Museums and Attraction,Tour"
Kenmare Butter Market,https://www.kenmarebuttermarket.org/,+353874118967,-9.5848484,51.880461,Kerry,Kenmare,Republic of Ireland,"Craft,Shopping,Art Gallery"
Active Breaks,https://www.activebreaks.ie/bikerental,+353871844530,-6.3856314,52.2722968,Wexford,Rosslare,Republic of Ireland,"Cycling,Activity Operator,Bike Rental,Tour"
Ballyhass Adventure Group - Coachford,https://www.ballyhass.ie/,+3532227773,-8.8287593,51.9136164,Cork,Cork City,Republic of Ireland,"Kayaking,Activity Operator,Adventure Park"
National Famine Way,https://nationalfamineway.ie/,+353719633013,-8.0978481,53.7772067,Roscommon,Strokestown,Republic of Ireland,"Walking,Natural Landscape"
Florence & Milly,https://florenceandmilly.com/,+35345954433,-6.661827,53.2465019,Kildare,Sallins,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator,Cafe,Food and Drink"
Royal Cork Yacht Club Marina,https://beachawards.ie/blue-flag/sites-2-2/,,-8.303795,51.804382,Cork,Crosshaven,Republic of Ireland,"Sailing,Activity Operator,Marina,Venue,Food and Drink,Pubs and Bar"
GreenAer Bike Rental,https://www.greenaerbikerental.com/,+353212028247,-8.4506867,51.8951791,Cork,Cork City,Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
Elephant & Castle Galway,https://elephantandcastle.ie/,+35391749212,-9.0467544,53.2770763,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Elephant & Castle Brittas Bay,https://elephantandcastle.ie/,+35340447285,-6.04796,52.90435,Wicklow,Brittas Bay,Republic of Ireland,"Food and Drink,Restaurant,Fast Food,Vegetarian"
Borderland Muff,https://borderlandmuff.ie/,+353749384986,-7.2689419,55.0688239,Donegal,Muff,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Waterworld Bundoran,https://www.waterworldbundoran.com/,+353719841172,-8.2796687,54.4801906,Donegal,Bundoran,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Cafe,Food and Drink,Activity Operator"
Bailey's Bar & Bistro at Clanard Court Hotel,https://www.clanardcourt.ie/baileys-bar.html,+353598640666,-6.9597121,52.9986814,Kildare,Athy,Republic of Ireland,"Food and Drink,Pubs and Bar,Restaurant"
Bush Hotel Restaurant and Coffee Shop,https://www.bushhotel.com/dining-and-bar/,+353719671000,-8.093956,53.946164,Leitrim,Carrick-on-Shannon,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Ballymote and District Angling Club,http://www.ballymoteangling.com/,+353(0)868612225,-8.51710691790754,54.089861351193,Sligo,Ballymote,Republic of Ireland,"Fishing,Angling,Activity Operator"
Clonmel Racecourse,http://www.clonmelraces.ie/,+353526188508,-7.6801868,52.3656048,Tipperary,Clonmel,Republic of Ireland,"Race Course,Venue,Sports Venues,Activity Operator"
Curragh Racecourse,https://www.curragh.ie/,+35345441205,-6.839608,53.167717,Kildare,The Curragh,Republic of Ireland,"Race Course,Venue,Sports Venues,Activity Operator"
Roundstone Music and Crafts,http://www.bodhran.com,+3539535808,-9.916942,53.392004,Galway,Roundstone,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Casey's Bogwood Sculptures,http://www.bogoak.ie,+353433325297,-7.9727406,53.567827,Longford,Newtowncashel,Republic of Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store"
The Bridge Pottery,http://www.bridgepottery.com,+353567729156,-7.3118566,52.5733091,Kilkenny,Cuffesgrange,Republic of Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Food Shops"
Dick's Bar,https://www.woodlands-hotel.ie/dining/dicks-bar/,+35361605100,-8.7654374,52.5631139,Limerick,Adare,Republic of Ireland,"Food and Drink,Pubs and Bar"
Brushwood Studios Art Gallery,http://www.brushwoodstudios.com,+353646645108,-9.8698743,51.8283045,Kerry,Sneem,Republic of Ireland,"Craft,Shopping,Art Gallery"
John J. Burke's Bar & Restaurant,https://burkesclonbur.ie/,+353949546175,-9.3651048,53.5445374,Galway,Clonbur,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Kilshanny House,https://www.kilshannyhouse.ie/,+353657071300 ,-9.2981538,52.9818076,Clare,Kilshanny,Republic of Ireland,"Food and Drink,Restaurant,Venue,Music,Artisan,Pubs and Bar,Local Produce,Seafood,Vegan,Vegetarian"
Maggie Mays Bar and Restaurant,http://www.maggiemaysloughrea.com/,+35391847880,-8.5636272,53.1994705,Galway,Loughrea,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Local Produce,Seafood,Vegan,Vegetarian"
McDermotts Pub,https://mcdermottspub.com/,+353657074328,-9.3711257,53.0189993,Clare,Doolin,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Morrissey's of Doonbeg,https://www.morrisseysofdoonbeg.ie/,+353659055304,-9.526032,52.7308482,Clare,Doonbeg,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Local Produce,Seafood"
Castle Ellen House,http://www.castleellen.ie/,+353872747692,-8.7626469,53.3374848,Galway,Athenry,Republic of Ireland,"Castle,Historic Houses and Castle"
Castlefarm Shop,http://www.castlefarmshop.ie,+353876785269,-6.8612811,53.0531178,Kildare,Athy,Republic of Ireland,"Cooking,Cookery,Learning,Gardening,Nature and Wildlife,Shopping,Visitor Farm,Tour"
Poacher Restaurant,https://www.facebook.com/Poacher-Restaurant-111347253780898,+3539677982,-9.1560891,54.114898,Mayo,Ballina,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Vegan,Vegetarian"
Quinn's Bar & Restaurant (Tigh Uí Chuinn),https://www.facebook.com/quinnsofventry,+353877991828,-10.35936,52.1327039,Kerry,Ventry,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Quinn's De Bucket Bar & Restaurant ,https://quinnsdebucket.ie/,+35361353028,-8.765907,52.6198105,Limerick,Kildimo,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Celtic Roots Studio,https://www.celtic-roots.com/,+353872594232,-7.848079,53.349912,Westmeath,Ballinahowen,Republic of Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Art Gallery,Activity Operator,Food Shops"
Windrush Farm,https://windrushfarm.ie/,+353868514393,-6.1534901,53.0523231,Wicklow,Newtown Mount Kennedy,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator"
Monicknew Woods,https://www.coillte.ie/site/monicknew/,+353578660831,-7.54228016502987,53.0708113344065,Laois,Mountrath,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Historic Houses and Castle,Forest Park,Park and Forest Walk,Natural Landscape,Public Park"
Sketch,https://www.imperialhotelcork.com/Sketch.html,+353214274040,-8.469899,51.8973342,Cork,Cork City,Republic of Ireland,"Food and Drink,Restaurant,Artisan,Pubs and Bar,Local Produce"
The Brewery,https://thebreweryarva.com/,+353873852826,-7.5823749,53.9232191,Cavan,Arvagh,Republic of Ireland,"Food and Drink,Pubs and Bar,Restaurant"
The Gaslight Inn,https://www.gaslightinnrossnowlagh.com/,+353719851141,-8.2138453,54.5470498,Donegal,Rossnowlagh,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Upstairs @ West Restaurant,https://www.thetwelvehotel.ie/dining-at-the-twelve/west-restaurant,+35391597000,-9.1524773,53.2513546,Galway,Barna,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Thyme Restaurant,https://www.thymerestaurant.ie/,+353906478850,-7.9403954,53.4235714,Westmeath,Athlone,Republic of Ireland,"Food and Drink,Restaurant,Artisan,Pubs and Bar,Local Produce"
Tipperary Excel Centre,https://www.tipperaryexcel.com/,+3536280520,-8.1601633,52.4749697,Tipperary,Tipperary Town,Republic of Ireland,"Movies,Cinema,Venue,Tracing Your Ancestors,Art Gallery,Museums and Attraction,Food and Drink,Pubs and Bar,Cafe"
Tír na nÓg Pub & Restaurant,https://www.facebook.com/tirnanogpubandrestuarant,+35351561232,-6.7499882,52.2666173,Wexford,Wellington Bridge,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Vegan,Vegetarian"
The Rainbow Ballroom of Romance,https://therainbowballroom.ie/,+353719856831,-7.9881783,54.2846059,Leitrim,Glenfarne,Republic of Ireland,"Activity Operator,Museums and Attraction"
The Rambling House,https://www.facebook.com/mcgrorysbarlaghey/,+353749740813,-8.0860921,54.6174619,Donegal,Laghey,Republic of Ireland,"Food and Drink,Restaurant,Venue,Music,Pubs and Bar"
The Quays Bar & Music Hall,https://quaysgalway.ie/,+35391568347,-9.0539565,53.2711357,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant,Venue,Music,Pubs and Bar"
The Marble City Bar & Tea Rooms,https://www.langtons.ie/marble-city-bar-and-tearooms.html,+353567761143,-7.2535014,52.6529033,Kilkenny,Kilkenny City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Cafe"
The Keepers Arms Restaurant,https://keepersarms.com/eat-and-drink/,+353499523318,-7.6766066,54.1203804,Cavan,Bawnboy,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Reel Inn,https://www.facebook.com/thereelinndonegal,+353874119994,-8.111422,54.6547447,Donegal,Donegal Town,Republic of Ireland,"Food and Drink,Traditionally Irish,Venue,Music,Pubs and Bar"
Singing Pub,https://www.facebook.com/singingpub,+353879171950,-7.8189363,55.2091153,Donegal,Downings,Republic of Ireland,"Food and Drink,Restaurant,Traditionally Irish,Venue,Music,Pubs and Bar"
Thomas Connolly Bar,http://www.thomasconnollysligo.com,+353719194920,-8.473905,54.2727943,Sligo,Sligo Town,Republic of Ireland,"Food and Drink,Venue,Music,Pubs and Bar"
St John’s Church Knockainey ,https://stjohnschurchknockainey.wordpress.com/,+353863412828,-8.4677333,52.474185,Limerick,Bruff,Republic of Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
The Gallery,http://www.thegallerydunfanaghy.com/,+353749136224,-7.9772202,55.1791123,Donegal,Dunfanaghy,Republic of Ireland,"Craft,Shopping,Art Gallery,Food Shops"
The Danny Mann Inn,https://www.evistonhouse.com/danny-man-pub.html,+353646631640,-9.510646,52.058814,Kerry,Killarney,Republic of Ireland,"Food and Drink,Restaurant"
Fisherman’s Bar & Sea Food Restaurant,http://www.fishermansbarportmagee.com,+353669477103,-10.366482,51.885577,Kerry,Portmagee,Republic of Ireland,"Food and Drink,Pubs and Bar,Seafood,Restaurant"
Fitzpatrick's Pub,https://www.facebook.com/FitzspatricksWicklow/,+35340467392,-6.0441886,52.9806807,Wicklow,Wicklow Town,Republic of Ireland,"Food and Drink,Pubs and Bar"
Ballyhoura - Blackrock Loop,https://www.sportireland.ie/outdoors/walking/trails/ballyhoura-black-rock-loop,,-8.50832520332388,52.3203792834662,Limerick,Ardpatrick,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Ballinaboola Loop,http://visitballyhoura.com,+353(0)6391300,-8.62284930504825,52.3191319109884,Limerick,Ardpatrick,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Ballyhoura Garanne Loop,https://www.sportireland.ie/outdoors/cycling-off-road/trails/ballyhoura-garanne-loop,,-8.50578155525955,52.3182624862844,Limerick,Ardpatrick,Republic of Ireland,"Cycling,Forest Park,Park and Forest Walk,Walking"
Ballyhoura Mountrussel Loop,https://www.sportireland.ie/outdoors/cycling-off-road/trails/ballyhoura-mountrussel-loop,,-8.50578155525955,52.3182624862844,Limerick,Ardpatrick,Republic of Ireland,"Cycling,Forest Park,Park and Forest Walk,Walking"
Ballyhoura Streamhill Loop,https://www.sportireland.ie/outdoors/cycling-off-road/trails/ballyhoura-streamhill-loop,,-8.50578155525955,52.3182624862844,Limerick,Ardpatrick,Republic of Ireland,"Cycling,Forest Park,Park and Forest Walk,Walking"
Knockduv Loop,,,-8.63383563317325,52.3121797382357,Limerick,Ardpatrick,Republic of Ireland,Walking
The Ballyhoura Mountain Bike Trails,https://visitballyhoura.com/explore/ballyhoura-mountain-biking,,-8.50494682538852,52.3183266414704,Limerick,Ardpatrick,Republic of Ireland,"Cycling,Forest Park,Park and Forest Walk,Walking"
Trailriders,http://www.trailriders.ie,+353872717330,-8.50698,52.318757,Limerick,Ardpatrick,Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
Martin’s Coaches,https://martinscoaches.com/,+35361333102,-8.4986027,52.6603326,Limerick,Annacotty,Republic of Ireland,"Transport,Coach,Road"
Finnegans Bar & Restaurant,https://www.mjfinnegans.ie,+35361337338,-8.517996,52.672298,Limerick,Annacotty,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Benard Loop,https://www.sportireland.ie/outdoors/walking/trails/benard-loop,,-8.34783236894467,52.3737983741772,Limerick,Ballylanders,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Clancy's Bar & Restaurant,https://www.facebook.com/pages/Clancys-Bar-Istabraq-Restaurant/185573201465939,+35361382488,-8.5478661,52.476859,Limerick,Bruff,Republic of Ireland,"Food and Drink,Pubs and Bar,Restaurant"
Old Irish Ways Museum,https://www.facebook.com/oldirishways,+353861541078,-8.5852674,52.5045226,Limerick,Bruff,Republic of Ireland,"Agriculture,Nature and Wildlife,Museums and Attraction,Tour"
The Thomas Fitzgerald Centre,https://visitballyhoura.com/explore/thomas-fitzgerald-centre,+353852358642,-8.5491367,52.4788934,Limerick,Bruff,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction,Tour"
De Valera Museum and Bruree Heritage Centre,https://visitballyhoura.com/explore/de-valera-musuem-heritage-centre,+353863949230,-8.6628038,52.424427,Limerick,Bruree,Republic of Ireland,Museums and Attraction
Mike Hynan Coach Tours,http://www.mikehynancoaches.ie,+35361381700,-8.287981,52.632863,Limerick,Cappamore,Republic of Ireland,"Transport,Coach,Road"
Acorn Restaurant,https://www.castleoaks.ie/acorn-restaurant,+35361377666,-8.5085895,52.7095672,Limerick,Castleconnell,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Bradshaw's Bar ,https://www.bradshaws.ie,+353861720510,-8.5017155,52.7134354,Limerick,Castleconnell,Republic of Ireland,"Food and Drink,Pubs and Bar"
Taylor's Art Gallery & Music Centre,https://www.facebook.com/taylorsartandmusic,+353719165138,-8.4127634,54.1065909,Sligo,Castlebaldwin,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Food Shops"
Ballyorgan Looped Walk,https://www.sportireland.ie/outdoors/walking/trails/ballyorgan-loop,,-8.30061598378904,52.4000810291817,Limerick,Kilfinane,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Castlegale Loop,https://www.sportireland.ie/outdoors/walking/trails/castlegale-loop,,-8.4672787,52.3586898,Limerick,Kilfinane,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Darragh Hills Loop,https://www.sportireland.ie/outdoors/walking/trails/darragh-hills-loop?county=27&grade=All&length=All#list,,-8.64808883675369,52.2793417427747,Limerick,Kilfinane,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Tinteán Ceoil,http://www.cflt.ie/tintean/,+353667138137,-10.1714551,52.2567368,Kerry,Cloghane,Republic of Ireland,"Activity Operator,Traditionally Irish"
Bofey Quinns Music Bar and Restaurant,https://bofeyquinns.weebly.com,+353656837321,-9.0650513,52.9451646,Clare,Corofin,Republic of Ireland,"Food and Drink,Restaurant,Traditionally Irish,Venue,Music,Pubs and Bar"
Connolly's Pub,https://www.facebook.com/profile.php?id=100054408223301,+353860726926,-9.8250426,54.3110195,Mayo,Belmullet,Republic of Ireland,"Food and Drink,Venue,Music,Pubs and Bar"
